chapter,question,options,correct-answer,note,page,difficulty
7,What should you do if a pedestrian is still in the crosswalk after the 'DON'T WALK' sign begins to flash and your light has turned green?,"""a: Wait until the pedestrian is out of your path before proceeding., b: Wait until the pedestrian signals that it is okay for you to proceed., c: Wait until the pedestrian has crossed the street completely before proceeding.""","""a""","""Even if the 'DON'T WALK' sign is flashing and your light has turned green, you must yield to pedestrians in the crosswalk. The DMV handbook states, 'Drivers must yield to pedestrians, even if the DON'T WALK light is flashing.'""",35,easy
7,"When coming to a corner where there is a stop sign, you must first stop","""a: After crossing the crosswalk, b: Out far enough to see cross traffic, c: In back of the crosswalk""","""c""","""According to page 35, 'Make a full stop before entering the crosswalk or at the limit line. If there is no limit line or crosswalk, stop before entering the intersection.'""",35,easy
7,At a stop sign there is no stop line or crosswalk. You must stop,"""a: Before you enter the intersection, b: After you enter the intersection if you have a clear view of traffic on the intersecting roadway, c: At the next crosswalk""","""a""","""According to page 35 of the DMV handbook, 'Make a full stop before entering the crosswalk or at the limit line. If there is no limit line or crosswalk, stop before entering the intersection. Check traffic in all directions before proceeding.'""",35,medium
7,"At an intersection with a stop sign, you must:","""a: Stop and check for traffic before proceeding, b: Slow down and yield to cross traffic, c: Proceed with caution without stopping, d: None of the above""","""a""","""According to the DMV handbook, 'Make a full stop before entering the crosswalk or at the limit line. If there is no limit line or crosswalk, stop before entering the intersection. Check traffic in all directions before proceeding.'""",35,easy
7,"When you approach an octagonal sign, you must:","""a: Slow., b: Stop., c: Turn.""","""b""","""An octagonal sign is a stop sign. 'Make a full stop before entering the crosswalk or at the limit line. If there is no limit line or crosswalk, stop before entering the intersection. Check traffic in all directions before proceeding.'""",35,easy
7,Blue traffic signs offer information on:,"""a: Motorist services., b: Construction and maintenance., c: Mileage information""","""a""","""According to the DMV handbook on page 36, 'White Rectangular Sign' communicates many important rules you must obey.""",36,medium
7,Signs with orange backgrounds are:,"""a: General warning signs., b: Construction and maintenance warning signs., c: Regulatory signs.""","""b""","""According to page 36, 'Highway Construction and Maintenance Signs' are the ones with orange backgrounds.""",36,easy
7,Temporary signs used in construction and maintenance work areas:,"""a: Have a red background with green writing., b: Have an orange background with black writing., c: Have a yellow background with blue writing.""","""b""","""The DMV handbook states on Page 36 that 'Diamond-Shaped Sign Warns you of specific road conditions and dangers ahead.'""",36,medium
7,Various traffic control devices in construction and maintenance work areas are the color:,"""a: Red., b: Orange., c: Yellow.""","""b""","""Traffic control devices in construction and maintenance work areas are typically orange. This can be found on page 36, where the DMV Handbook states:'Highway Construction and Maintenance Signs'. The signs shown in the image have black lettering and symbols on an orange background.""",36,easy
7,What do pennant-shaped signs indicate?,"""a: A school crossing, b: A No Passing Zone, c: Yield""","b""","""Pennant-shaped signs are no-passing zone signs. They are yellow with black lettering and are placed on the left side of two-way roads to warn drivers that passing is not safe in that area.""",37,easy
7,What shape is a railroad advance warning sign?,"""a: Pentagon, b: Round, c: Crossbuck""","""c""","""The DMV handbook states that a Yellow and Black Circular Sign or X-shaped Sign  is a railroad crossing sign. 'R R You are approaching a railroad crossing. Look, listen, slow down, and prepare to stop.'  A crossbuck is an X-shaped sign.""",37,easy
7,Regulatory signs are,"""a: Suggestions, b: Law, c: Warnings""","""b""","""On page 37, the DMV handbook states that 'Red and White Regulatory Sign Follow the sign's instruction.'""",37,easy
7,A traffic sign with a red circle around and a slash over a symbol means,"""a: The maneuver shown by the symbol is not allowed, b: The maneuver shown on the sign should be executed with extreme caution, c: Do not drive faster than the posted speed limit""","""a""","""The DMV handbook states, 'The picture inside the circle shows what you cannot do and may be shown with words.'""",37,easy
